Ano,Trimestre,Departamento,Municipio,N Accesos fijos a internet,poblacion Dane,Indice
2017,4,CUNDINAMARCA,GUADUAS,0,39748,0
2017,3,CUNDINAMARCA,CHAGUANI,0,3968,0
2017,3,META,SAN CARLOS DE GUAROA,0,10299,0
2017,4,ARAUCA,CRAVO NORTE,0,3263,0
2017,3,CESAR,LA PAZ,0,22929,0
2017,3,NARINO,SAMANIEGO,0,49362,0
2017,4,CHOCO,MEDIO SAN JUAN,0,17071,0
2020,2,CORDOBA,MONTELIBANO,3896,85885,0.0454
2017,4,CUNDINAMARCA,PAIME,0,4339,0
2020,2,NORTE DE SANTANDER,CACHIRA,34,11198,0.003
2020,2,ANTIOQUIA,ARGELIA,404,7545,0.0535
2017,3,LA GUAJIRA,EL MOLINO,0,8940,0
2020,1,SANTANDER,SAN GIL,8034,59670,0.1346
2017,4,BOYACA,FIRAVITOBA,0,5822,0
2017,4,ANTIOQUIA,SANTA BARBARA,0,21754,0
2017,4,HUILA,TELLO,0,14358,0
2017,3,BOYACA,PAYA,0,2524,0
2017,4,CUNDINAMARCA,CAQUEZA,0,17214,0
2019,2,BOLIVAR,CARTAGENA,155381,1003685,0.1548
2020,2,ANTIOQUIA,SALGAR,852,18261,0.0467
2017,3,BOLIVAR,MARIA LA BAJA,0,48787,0
2017,3,CUNDINAMARCA,ZIPAQUIRA,0,126409,0
2020,2,ANTIOQUIA,CARAMANTA,347,4648,0.0747
2017,4,ANTIOQUIA,CIUDAD BOLIVAR,0,26828,0
2020,2,HUILA,PAICOL,175,6722,0.026
2017,3,BOYACA,OICATA,0,2834,0
2017,3,CAUCA,CALDONO,0,33653,0
2017,3,NORTE DE SANTANDER,CUCUTA,0,662673,0
2020,2,SANTANDER,PUERTO WILCHES,985,34206,0.0288
2017,3,CESAR,MANAURE,0,15200,0
2017,3,CUNDINAMARCA,VILLAGOMEZ,0,2166,0
2017,3,NARINO,LA CRUZ,0,18273,0
2020,2,ANTIOQUIA,CHIGORODO,7162,59836,0.1197
2020,2,BOYACA,LA CAPILLA,18,2691,0.0067
2017,3,SANTANDER,ENCINO,0,2459,0
2017,3,NARINO,PUERRES,0,8259,0
2017,3,CUNDINAMARCA,LA MESA,0,32300,0
2017,3,CUNDINAMARCA,UNE,0,9435,0
2020,2,CESAR,EL PASO,592,40858,0.0145
2017,4,NARINO,BARBACOAS,0,39564,0
2017,3,SANTANDER,LOS SANTOS,0,12423,0
2017,4,ANTIOQUIA,SANTAFE DE ANTIOQUIA,0,24905,0
2017,3,VALLE DEL CAUCA,BUGALAGRANDE,0,21075,0
2017,4,CORDOBA,CIENAGA DE ORO,0,66703,0
2017,4,CUNDINAMARCA,MEDINA,0,10162,0
2020,2,BOYACA,SAMACA,639,18818,0.034
2017,3,NARINO,LEIVA,0,14266,0
2017,4,VAUPES,PAPUNAUA,0,837,0
2020,2,MAGDALENA,TENERIFE,122,13503,0.009
2020,2,RISARALDA,GUATICA,216,12110,0.0178
2017,3,HUILA,PAICOL,0,5648,0
2017,4,CAUCA,TOTORO,0,20720,0
2017,4,NORTE DE SANTANDER,MUTISCUA,0,3727,0
2017,4,NARINO,SAN ANDRES DE TUMACO,0,208318,0
2017,3,CASANARE,OROCUE,0,8389,0
2020,2,CORDOBA,SAN ANDRES SOTAVENTO,724,48042,0.0151
2017,4,BOYACA,PAUNA,0,10811,0
2020,2,SANTANDER,LANDAZURI,94,10588,0.0089
2017,3,CUNDINAMARCA,TOCANCIPA,0,33677,0
2017,3,CESAR,PAILITAS,0,17369,0
2017,4,CESAR,SAN DIEGO,0,13266,0
2017,4,CUNDINAMARCA,TAUSA,0,9006,0
2017,4,ANTIOQUIA,CONCORDIA,0,20476,0
2017,3,BOYACA,MONIQUIRA,0,21284,0
2020,2,ATLANTICO,CAMPO DE LA CRUZ,80,23567,0.0034
2017,4,SANTANDER,EL GUACAMAYO,0,1943,0
2017,4,MAGDALENA,ALGARROBO,0,12741,0
2017,3,CALDAS,SAN JOSE,0,7588,0
2017,3,SANTANDER,SAN JOSE DE MIRANDA,0,4256,0
2020,2,CORDOBA,MONITOS,273,30580,0.0089
2018,3,META,SAN MARTIN,1782,26707,0.0667
2017,3,TOLIMA,SANTA ISABEL,0,6340,0
2017,4,BOLIVAR,ARENAL,0,19743,0
2017,3,BOYACA,BOAVITA,0,6760,0
2017,3,CUNDINAMARCA,SOACHA,0,533718,0
2017,4,PUTUMAYO,SAN FRANCISCO,0,7151,0
2017,3,ANTIOQUIA,SANTAFE DE ANTIOQUIA,0,24905,0
2017,3,ANTIOQUIA,VEGACHI,0,9108,0
2017,4,CALDAS,ARANZAZU,0,11164,0
2017,3,ANTIOQUIA,EL CARMEN DE VIBORAL,0,47915,0
2017,3,BOYACA,UMBITA,0,10330,0
2020,2,CORDOBA,CERETE,7570,108409,0.0698
2017,3,SUCRE,MAJAGUAL,0,33625,0
2017,3,NORTE DE SANTANDER,CHITAGA,0,10409,0
2017,3,SUCRE,SAN MARCOS,0,58502,0
2020,2,BOYACA,MONGUI,81,4292,0.0189
2017,3,CALDAS,FILADELFIA,0,10713,0
2019,2,META,PUERTO GAITAN,1162,42677,0.0272
2017,4,VALLE DEL CAUCA,EL CERRITO,0,58028,0
2017,4,CASANARE,TRINIDAD,0,15472,0
2020,2,BOYACA,GUACAMAYAS,11,1834,0.006
2020,2,CASANARE,SABANALARGA,25,3569,0.007
2020,2,ANTIOQUIA,PUERTO BERRIO,5577,40713,0.137
2017,4,CAUCA,PAEZ,0,35871,0
2017,3,CHOCO,SIPI,0,4154,0
2017,4,TOLIMA,PALOCABILDO,0,9120,0
2017,4,LA GUAJIRA,HATONUEVO,0,26782,0
2017,4,ATLANTICO,BARRANQUILLA,0,1228271,0
2020,2,AMAZONAS,PUERTO NARINO,20,10239,0.002
2020,2,BOLIVAR,MORALES,90,23348,0.0039
2017,4,VALLE DEL CAUCA,OBANDO,0,15146,0
2017,4,BOGOTA,BOGOTA D.C.,0,8080734,0
2017,3,TOLIMA,AMBALEMA,0,6683,0
2017,4,VICHADA,LA PRIMAVERA,0,16447,0
2020,2,ANTIOQUIA,GUARNE,8491,58159,0.146
2020,2,CORDOBA,BUENAVISTA,142,21451,0.0066
2017,3,BOYACA,TIBANA,0,9080,0
2018,1,AMAZONAS,LA VICTORIA,0,644,0
2020,2,CORDOBA,TIERRALTA,3684,95177,0.0387
2020,2,CHOCO,ALTO BAUDO,32,28293,0.0011
2017,4,CAQUETA,EL PAUJIL,0,20832,0
2020,2,CESAR,GAMARRA,45,15864,0.0028
2018,1,GUAINIA,MAPIRIPANA,0,1022,0
2017,3,BOYACA,LA VICTORIA,0,1673,0
2017,3,ANTIOQUIA,APARTADO,0,189325,0
2020,2,CASANARE,NUNCHIA,67,8713,0.0077
2020,2,CUNDINAMARCA,FUNZA,22203,105086,0.2113
2020,2,ATLANTICO,BARANOA,4171,67050,0.0622
2017,3,GUAVIARE,MIRAFLORES,0,15107,0
2020,1,ATLANTICO,JUAN DE ACOSTA,674,22752,0.0296
2017,4,META,URIBE,0,16934,0
2017,4,NARINO,GUACHUCAL,0,15410,0
2018,1,AMAZONAS,LA PEDRERA,0,3820,0
2017,4,ATLANTICO,USIACURI,0,9486,0
2017,3,ANTIOQUIA,PUERTO BERRIO,0,48553,0
2017,3,NORTE DE SANTANDER,MUTISCUA,0,3727,0
2017,3,CUNDINAMARCA,PAIME,0,4339,0
2020,2,TOLIMA,SAN LUIS,75,13451,0.0056
2020,2,NARINO,MOSQUERA,38,12582,0.003
2020,2,META,CABUYARO,58,6192,0.0094
2020,2,BOLIVAR,SAN FERNANDO,10,13025,8e-04
2017,3,CESAR,GAMARRA,0,17061,0
2017,4,VAUPES,MITU,0,32156,0
2020,2,CHOCO,UNGUIA,589,12822,0.0459
2020,2,CESAR,CHIMICHAGUA,279,36229,0.0077
2017,4,CHOCO,EL CARMEN DE ATRATO,0,14524,0
2017,4,CESAR,ASTREA,0,19305,0
2017,3,SUCRE,TOLU VIEJO,0,18893,0
2017,4,PUTUMAYO,SANTIAGO,0,10661,0
2017,4,CORDOBA,LOS CORDOBAS,0,25208,0
2019,3,CALDAS,SUPIA,1147,29021,0.0395
2020,2,TOLIMA,CUNDAY,48,8372,0.0057
2017,3,CALDAS,NEIRA,0,30963,0
2019,1,CUNDINAMARCA,PARATEBUENO,300,8786,0.0341
2017,4,BOYACA,CHISCAS,0,4094,0
2017,3,CUNDINAMARCA,FOMEQUE,0,12231,0
2017,4,ANTIOQUIA,ABEJORRAL,0,19096,0
2017,4,BOYACA,TOPAGA,0,3693,0
2020,1,ATLANTICO,SOLEDAD,78278,665021,0.1177
2017,4,SANTANDER,CIMITARRA,0,47096,0
2020,2,CUNDINAMARCA,CUCUNUBA,47,8257,0.0057
2020,2,SANTANDER,PINCHOTE,264,5385,0.049
2020,2,BOYACA,SUSACON,20,2704,0.0074
2020,2,CESAR,SAN MARTIN,468,28769,0.0163
2017,3,NARINO,ALDANA,0,5929,0
2020,2,BOYACA,TIBASOSA,579,13396,0.0432
2020,2,VALLE DEL CAUCA,RESTREPO,211,15304,0.0138
2017,4,CAUCA,POPAYAN,0,282453,0
2020,2,MAGDALENA,SAN ZENON,3,12439,2e-04
2017,3,SANTANDER,GIRON,0,190350,0
2020,2,ANTIOQUIA,CANASGORDAS,757,15552,0.0487
2017,3,SANTANDER,VETAS,0,2454,0
2017,4,CUNDINAMARCA,GUATAQUI,0,2669,0
2017,4,CUNDINAMARCA,TABIO,0,28373,0
2017,3,META,PUERTO CONCORDIA,0,22000,0
2020,2,MAGDALENA,ARACATACA,825,41492,0.0199
2019,1,VALLE DEL CAUCA,FLORIDA,4369,57696,0.0757
2017,4,TOLIMA,VENADILLO,0,19714,0
2020,2,NARINO,COLON,57,8316,0.0069
2017,3,VALLE DEL CAUCA,OBANDO,0,15146,0
2017,4,ANTIOQUIA,SANTO DOMINGO,0,10173,0
2017,3,CALDAS,MARULANDA,0,3393,0
2017,3,SANTANDER,BOLIVAR,0,12060,0
2020,2,NARINO,TUQUERRES,1099,44575,0.0247
2017,4,GUAINIA,MORICHAL,0,1305,0
2017,3,META,SAN MARTIN,0,25298,0
2017,4,BOYACA,TENZA,0,4002,0
2017,4,CHOCO,EL LITORAL DEL SAN JUAN,0,15994,0
2018,4,CUNDINAMARCA,MEDINA,249,8014,0.0311
2017,4,SANTANDER,PINCHOTE,0,5373,0
2017,3,CUNDINAMARCA,QUIPILE,0,8150,0
2017,4,CORDOBA,CANALETE,0,22542,0
2020,2,BOYACA,BUENAVISTA,27,4396,0.0061
2020,2,BOYACA,CHIQUIZA,12,4744,0.0025
2020,2,BOYACA,SANTA ROSA DE VITERBO,80,13325,0.006
2017,4,MAGDALENA,TENERIFE,0,12224,0
2017,4,BOLIVAR,SAN FERNANDO,0,13944,0
2017,4,GUAINIA,PANA PANA,0,3358,0
2017,4,CUNDINAMARCA,NEMOCON,0,13922,0
2017,3,CAUCA,EL TAMBO,0,47818,0
2017,3,SANTANDER,LA BELLEZA,0,8594,0
2017,4,CHOCO,JURADO,0,3267,0
2017,4,VALLE DEL CAUCA,EL DOVIO,0,8326,0
2020,2,CAUCA,EL TAMBO,501,53769,0.0093
2017,3,VALLE DEL CAUCA,TULUA,0,216619,0
2017,4,CUNDINAMARCA,PUERTO SALGAR,0,19337,0
2017,4,BOYACA,SOMONDOCO,0,3482,0
2017,3,ANTIOQUIA,EBEJICO,0,12507,0
2020,2,SUCRE,SANTIAGO DE TOLU,1898,34117,0.0556
2020,2,RISARALDA,SANTA ROSA DE CABAL,13052,79372,0.1644
2017,3,ANTIOQUIA,HELICONIA,0,5757,0
2017,3,SUCRE,SAN JUAN DE BETULIA,0,12571,0
2017,4,BOYACA,OICATA,0,2834,0
2017,4,CESAR,LA GLORIA,0,12591,0
2017,4,CUNDINAMARCA,SUBACHOQUE,0,16750,0
2017,4,BOYACA,ARCABUCO,0,5245,0
2020,1,CUNDINAMARCA,PANDI,201,5334,0.0377
2017,4,SANTANDER,GIRON,0,190350,0
2017,4,CAUCA,FLORENCIA,0,6160,0
2017,3,BOYACA,CALDAS,0,3550,0
2017,4,LA GUAJIRA,EL MOLINO,0,8940,0
2020,2,SANTANDER,PALMAR,18,1407,0.0128
2017,4,BOLIVAR,SAN ESTANISLAO,0,16473,0
2017,3,ANTIOQUIA,LA PINTADA,0,6452,0
2017,3,CUNDINAMARCA,UTICA,0,5023,0
2017,4,RISARALDA,GUATICA,0,15217,0
2017,3,BOLIVAR,CALAMAR,0,23928,0
2017,3,ATLANTICO,PUERTO COLOMBIA,0,26869,0
2017,4,NARINO,CHACHAGsI,0,13967,0
2020,2,META,SAN JUANITO,11,1243,0.0088
2020,2,CALDAS,PENSILVANIA,670,19755,0.0339
2020,2,PUTUMAYO,SAN MIGUEL,178,19434,0.0092
2017,4,ATLANTICO,SABANALARGA,0,100304,0
2017,3,CUNDINAMARCA,GACHALA,0,5687,0
2017,3,TOLIMA,ROVIRA,0,20452,0
2020,2,SUCRE,TOLU VIEJO,350,22289,0.0157
2020,2,ANTIOQUIA,ENVIGADO,76881,242197,0.3174
2020,2,LA GUAJIRA,RIOHACHA,23489,201839,0.1164
2020,2,SUCRE,GALERAS,17,23238,7e-04
2020,2,BOYACA,CHINAVITA,33,3194,0.0103
2017,4,CUNDINAMARCA,GUTIERREZ,0,4242,0
2017,3,BOLIVAR,CORDOBA,0,12342,0
2017,3,VALLE DEL CAUCA,TRUJILLO,0,17983,0
2020,2,BOYACA,TUNJA,43044,179263,0.2401
2017,4,NARINO,GUAITARILLA,0,11681,0
2020,2,CUNDINAMARCA,ARBELAEZ,544,10959,0.0496
2017,3,TOLIMA,MURILLO,0,5010,0
2017,4,ATLANTICO,SUAN,0,8565,0
2017,4,TOLIMA,CASABIANCA,0,6639,0
2020,2,CUNDINAMARCA,QUIPILE,45,6536,0.0069
2017,3,NORTE DE SANTANDER,CHINACOTA,0,16686,0
2020,2,LA GUAJIRA,URUMITA,713,11261,0.0633
2020,2,VALLE DEL CAUCA,CAICEDONIA,3198,28521,0.1121
2017,4,CESAR,CURUMANI,0,23699,0
2020,2,PUTUMAYO,COLON,23,5530,0.0042
2020,2,BOYACA,TOCA,107,8893,0.012
2020,1,CAUCA,SANTANDER DE QUILICHAO,9165,113001,0.0811
2017,4,ANTIOQUIA,CAREPA,0,58667,0
2017,4,ANTIOQUIA,SABANALARGA,0,8191,0
2017,3,BOYACA,MONGUA,0,4606,0
2020,2,SUCRE,LA UNION,24,12994,0.0018
2020,2,SANTANDER,COROMORO,23,5024,0.0046
2017,4,CUNDINAMARCA,GUACHETA,0,11360,0
2017,3,ANTIOQUIA,SAN FRANCISCO,0,5119,0
2017,4,CUNDINAMARCA,SAN JUAN DE RIO SECO,0,9668,0
2017,4,CESAR,AGUACHICA,0,94864,0
2020,2,SANTANDER,GUAVATA,20,4191,0.0048
2017,3,NARINO,GUAITARILLA,0,11681,0
2017,3,CUNDINAMARCA,CABRERA,0,4456,0
2019,3,VALLE DEL CAUCA,BOLIVAR,396,15828,0.025
2017,4,SANTANDER,EL CARMEN DE CHUCURI,0,20476,0
2017,4,CAUCA,PUERTO TEJADA,0,45976,0
2017,4,SANTANDER,SAN GIL,0,45752,0
2019,3,CUNDINAMARCA,UBALA,87,7696,0.0113
2017,3,ANTIOQUIA,NECOCLI,0,65663,0
2017,4,BOYACA,SOGAMOSO,0,112287,0
2017,3,ANTIOQUIA,EL SANTUARIO,0,27233,0
2017,4,NARINO,FUNES,0,6402,0
2020,2,SANTANDER,CURITI,467,13283,0.0352
2017,4,ANTIOQUIA,SAN CARLOS,0,16111,0
2017,4,CASANARE,AGUAZUL,0,40819,0
2017,3,BOYACA,TUNJA,0,195538,0
2017,4,CAQUETA,VALPARAISO,0,11731,0
2017,3,CUNDINAMARCA,YACOPI,0,17067,0
2020,2,NARINO,SAPUYES,26,7232,0.0036
2017,3,CHOCO,CERTEGUI,0,10153,0
2017,4,BOYACA,ALMEIDA,0,1649,0
2017,4,ANTIOQUIA,PUERTO TRIUNFO,0,20893,0
2017,3,SANTANDER,GUADALUPE,0,4604,0
2020,2,ATLANTICO,USIACURI,10,13144,8e-04
2017,3,SANTANDER,SAN ANDRES,0,8315,0
2017,4,GUAINIA,MAPIRIPANA,0,2788,0
2020,2,SUCRE,BUENAVISTA,56,10964,0.0051
2020,2,NORTE DE SANTANDER,SALAZAR,32,10728,0.003
2020,2,SANTANDER,ALBANIA,10,4336,0.0023
2017,4,BOYACA,PAJARITO,0,1600,0
2020,2,CUNDINAMARCA,CAPARRAPI,351,12990,0.027
2017,3,CESAR,GONZALEZ,0,6593,0
2017,4,CUNDINAMARCA,APULO,0,7812,0
2017,3,SANTANDER,ZAPATOCA,0,8847,0
2017,4,ATLANTICO,POLONUEVO,0,15539,0
2017,3,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,0,39205,0
2020,2,HUILA,SANTA MARIA,58,10462,0.0055
2017,4,NARINO,MALLAMA,0,7471,0
2017,3,BOYACA,COMBITA,0,14983,0
2017,4,BOYACA,SORACA,0,5226,0
2017,4,GUAVIARE,MIRAFLORES,0,15107,0
2017,3,CAUCA,LA VEGA,0,46561,0
2017,4,AMAZONAS,LETICIA,0,41957,0
2017,4,CAUCA,VILLA RICA,0,16596,0
2018,1,GUAINIA,MORICHAL,0,908,0
2017,3,NARINO,TANGUA,0,9383,0
2017,3,BOLIVAR,ARJONA,0,75271,0
2017,3,BOYACA,RAMIRIQUI,0,9847,0
2017,4,ANTIOQUIA,MUTATA,0,21545,0
2020,2,NARINO,SAN BERNARDO,135,9171,0.0147
2017,3,CUNDINAMARCA,TOCAIMA,0,18601,0
2017,3,ANTIOQUIA,CAMPAMENTO,0,8970,0
2020,2,LA GUAJIRA,SAN JUAN DEL CESAR,2848,49584,0.0574
2017,4,ANTIOQUIA,ENVIGADO,0,232903,0
2017,3,SANTANDER,MATANZA,0,5201,0
2017,3,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,0,13209,0
2020,2,NARINO,BUESACO,247,23910,0.0103
2020,2,CHOCO,RIOSUCIO,216,55232,0.0039
2017,3,ANTIOQUIA,TARAZA,0,45083,0
2017,3,QUINDIO,LA TEBAIDA,0,44187,0
2020,2,CUNDINAMARCA,CHIA,37073,149570,0.2479
2017,3,VALLE DEL CAUCA,CANDELARIA,0,84129,0
2020,2,QUINDIO,CIRCASIA,4276,29060,0.1471
2017,4,BOYACA,CALDAS,0,3550,0
2017,3,NARINO,SANTACRUZ,0,29963,0
2020,2,BOYACA,LA UVITA,16,2730,0.0059
2017,4,CUNDINAMARCA,AGUA DE DIOS,0,10823,0
2017,4,BOYACA,TUTAZA,0,1820,0
2017,4,NORTE DE SANTANDER,DURANIA,0,3706,0
2019,2,CUNDINAMARCA,TENJO,1893,23052,0.0821
2017,3,BOYACA,GUACAMAYAS,0,1617,0
2017,3,MAGDALENA,CONCORDIA,0,9296,0
2017,3,BOYACA,NUEVO COLON,0,6637,0
2017,3,VALLE DEL CAUCA,ROLDANILLO,0,32412,0
2017,4,NORTE DE SANTANDER,EL TARRA,0,11002,0
2017,3,BOLIVAR,MORALES,0,21828,0
2020,2,HUILA,VILLAVIEJA,114,7240,0.0157
2017,4,BOYACA,MIRAFLORES,0,9787,0
2020,2,NARINO,PUPIALES,75,17219,0.0044
2017,3,CASANARE,RECETOR,0,4375,0
2017,4,CESAR,RIO DE ORO,0,13946,0
2017,4,CAUCA,ARGELIA,0,27221,0
2020,2,META,GUAMAL,250,14462,0.0173
2020,2,GUAINIA,BARRANCO MINAS,2,7983,3e-04
2017,4,ANTIOQUIA,ABRIAQUI,0,2019,0
2017,3,TOLIMA,ANZOATEGUI,0,18849,0
2020,2,NARINO,LA TOLA,8,7460,0.0011
2017,4,CUNDINAMARCA,FUQUENE,0,5723,0
2020,2,CUNDINAMARCA,SAN JUAN DE RIO SECO,262,8537,0.0307
2020,2,PUTUMAYO,VILLAGARZON,329,24096,0.0137
2017,4,CAUCA,TIMBIO,0,34757,0
2017,3,CALDAS,NORCASIA,0,6272,0
2017,4,CUNDINAMARCA,VENECIA,0,4087,0
2017,3,ANTIOQUIA,GUATAPE,0,5167,0
2017,4,TOLIMA,CUNDAY,0,9544,0
2017,3,ANTIOQUIA,COPACABANA,0,71885,0
2017,3,SANTANDER,BARRANCABERMEJA,0,191616,0
2020,2,GUAINIA,MORICHAL,6,962,0.0062
2019,3,CALDAS,RIOSUCIO,2708,51371,0.0527
2017,4,NARINO,CONSACA,0,9201,0
2020,2,CUNDINAMARCA,SIBATE,6224,36658,0.1698
2017,4,CUNDINAMARCA,SUTATAUSA,0,5725,0
2020,2,CESAR,MANAURE,85,10835,0.0078
2017,3,LA GUAJIRA,DISTRACCION,0,16484,0
2020,2,CUNDINAMARCA,JUNIN,138,6074,0.0227
2017,3,QUINDIO,GENOVA,0,7631,0
2020,2,CALDAS,ARANZAZU,83,10556,0.0079
2020,2,CUNDINAMARCA,GUADUAS,1133,33212,0.0341
2017,4,CAUCA,INZA,0,31701,0
2017,3,VALLE DEL CAUCA,VERSALLES,0,7017,0
2020,1,GUAINIA,INIRIDA,1523,33683,0.0452
2017,3,BOLIVAR,TIQUISIO,0,22928,0
2019,4,META,VILLAVICENCIO,98795,538824,0.1834
2017,4,CESAR,MANAURE,0,15200,0
2017,3,ANTIOQUIA,PUERTO TRIUNFO,0,20893,0
2017,3,VALLE DEL CAUCA,GUADALAJARA DE BUGA,0,114798,0
2017,4,NARINO,RICAURTE,0,19495,0
2017,4,BOYACA,LA VICTORIA,0,1673,0
2020,2,SANTANDER,MOLAGAVITA,32,4106,0.0078
2020,2,CHOCO,RIO IRO,4,5592,7e-04
2017,4,CUNDINAMARCA,COTA,0,25945,0
2020,1,CALDAS,NEIRA,1132,21114,0.0536
2020,2,ANTIOQUIA,CAMPAMENTO,377,9243,0.0408
2017,4,SUCRE,LA UNION,0,11362,0
2020,2,NARINO,ANCUYA,30,8603,0.0035
2017,4,BOYACA,SANTA SOFIA,0,2629,0
2020,2,ANTIOQUIA,NECHI,779,27354,0.0285
2020,2,BOYACA,NOBSA,1160,16446,0.0705
2017,4,TOLIMA,SAN LUIS,0,19141,0
2020,2,SANTANDER,GUAPOTA,27,2413,0.0112
2020,2,NARINO,GUALMATAN,38,7040,0.0054
2017,3,SUCRE,LOS PALMITOS,0,19234,0
2017,3,SANTANDER,BUCARAMANGA,0,528497,0
2017,4,ANTIOQUIA,RIONEGRO,0,124219,0
2017,3,GUAINIA,BARRANCO MINAS,0,4944,0
2020,2,SUCRE,COLOSO,13,8732,0.0015
2017,3,ANTIOQUIA,SAN LUIS,0,10929,0
2017,3,SAN ANDRES Y PROVIDENCIA,PROVIDENCIA,0,5174,0
2017,3,VALLE DEL CAUCA,RESTREPO,0,16323,0
2017,4,ANTIOQUIA,SAN PEDRO DE URABA,0,31802,0
2020,2,CALDAS,LA MERCED,67,5882,0.0114
2017,3,NARINO,EL TAMBO,0,11901,0
2017,3,MAGDALENA,ZAPAYAN,0,8869,0
2017,3,CUNDINAMARCA,MADRID,0,80622,0
2017,3,ANTIOQUIA,ANZA,0,7591,0
2017,3,SANTANDER,EL CARMEN DE CHUCURI,0,20476,0
2017,4,CUNDINAMARCA,TENA,0,9223,0
2017,3,BOYACA,SIACHOQUE,0,8970,0
2017,3,VALLE DEL CAUCA,EL CERRITO,0,58028,0
2017,4,VALLE DEL CAUCA,YUMBO,0,122762,0
2017,3,VALLE DEL CAUCA,LA VICTORIA,0,13076,0
2017,3,CASANARE,MANI,0,11123,0
2017,4,SANTANDER,PIEDECUESTA,0,156207,0
2017,3,MAGDALENA,SANTA BARBARA DE PINTO,0,12935,0
2017,4,VALLE DEL CAUCA,DAGUA,0,36652,0
2020,2,LA GUAJIRA,HATONUEVO,1068,22033,0.0485
2017,3,BOYACA,GAMEZA,0,4697,0
2017,3,CAUCA,FLORENCIA,0,6160,0
2020,2,CESAR,VALLEDUPAR,79001,532956,0.1482
2017,3,SUCRE,COROZAL,0,63246,0
2017,4,BOYACA,JERICO,0,3890,0
2017,3,BOLIVAR,SAN ESTANISLAO,0,16473,0
2020,2,NARINO,OSPINA,14,6993,0.002
2017,3,ANTIOQUIA,SAN JERONIMO,0,12811,0
2017,3,CAUCA,JAMBALO,0,18303,0
2017,4,ANTIOQUIA,ZARAGOZA,0,31503,0
2017,3,TOLIMA,SUAREZ,0,4553,0
2017,4,CUNDINAMARCA,GACHETA,0,11236,0
2017,4,BOYACA,TOCA,0,10050,0
2017,4,ANTIOQUIA,CHIGORODO,0,80132,0
2020,2,SUCRE,GUARANDA,28,18601,0.0015
2017,4,CAUCA,GUAPI,0,29867,0
2020,2,VAUPES,CARURU,11,3201,0.0034
2017,4,BOYACA,COVARACHIA,0,2780,0
2020,2,NARINO,YACUANQUER,213,10955,0.0194
2017,4,ATLANTICO,SANTA LUCIA,0,11395,0
2020,2,CHOCO,UNION PANAMERICANA,28,6982,0.004
2020,2,NORTE DE SANTANDER,LABATECA,58,6574,0.0088
2020,2,BOYACA,CUITIVA,27,1810,0.0149
2020,2,PUTUMAYO,SANTIAGO,17,7308,0.0023
2020,2,ARAUCA,ARAUQUITA,1214,56209,0.0216
2020,2,TOLIMA,ARMERO,442,12038,0.0367
2017,4,CAUCA,PIAMONTE,0,7417,0
2017,3,CORDOBA,LA APARTADA,0,15766,0
2020,2,CASANARE,VILLANUEVA,3050,36184,0.0843
2020,2,BOLIVAR,MOMPOS,302,46408,0.0065
2020,2,AMAZONAS,PUERTO SANTANDER,0,1772,0
2017,4,BOLIVAR,BARRANCO DE LOBA,0,18426,0
2017,4,TOLIMA,GUAMO,0,31866,0
2020,2,ANTIOQUIA,MONTEBELLO,273,6641,0.0411
2020,2,VALLE DEL CAUCA,LA CUMBRE,419,16509,0.0254
2017,4,ANTIOQUIA,YALI,0,8486,0
2017,3,LA GUAJIRA,URUMITA,0,18792,0
2017,3,CASANARE,LA SALINA,0,1449,0
2020,2,NARINO,CUMBITARA,44,5768,0.0076
2020,2,CUNDINAMARCA,GACHETA,343,8539,0.0402
2017,4,BOLIVAR,RIO VIEJO,0,18670,0
2017,3,CAUCA,MORALES,0,26358,0
2017,4,SUCRE,SAN LUIS DE SINCE,0,34342,0
2017,3,TOLIMA,RONCESVALLES,0,6340,0
2017,3,SANTANDER,LA PAZ,0,5075,0
2017,3,CALDAS,LA DORADA,0,77735,0
2020,2,NARINO,CORDOBA,51,15477,0.0033
2017,3,ANTIOQUIA,GIRALDO,0,3992,0
2018,3,CUNDINAMARCA,MEDINA,240,8014,0.0299
2018,1,AMAZONAS,PUERTO SANTANDER,0,1758,0
2017,4,CAUCA,ALMAGUER,0,21322,0
2017,4,NORTE DE SANTANDER,TEORAMA,0,22438,0
2020,2,ANTIOQUIA,SANTO DOMINGO,503,12324,0.0408
2017,3,CORDOBA,MONTELIBANO,0,85012,0
2017,4,CESAR,EL PASO,0,23187,0
2017,4,AMAZONAS,EL ENCANTO,0,4928,0
2017,4,CUNDINAMARCA,TIBIRITA,0,2943,0
2017,4,HUILA,TESALIA,0,9305,0
2019,1,META,VILLAVICENCIO,93437,538824,0.1734
2017,3,CALDAS,PACORA,0,11399,0
2020,2,BOYACA,SORACA,55,6068,0.0091
2017,4,SANTANDER,VELEZ,0,18932,0
2020,2,NORTE DE SANTANDER,ARBOLEDAS,101,10056,0.01
2017,4,BOYACA,EL COCUY,0,5157,0
2017,4,BOYACA,CUBARA,0,6735,0
2017,3,BOYACA,CUITIVA,0,1877,0
2020,2,SANTANDER,BARBOSA,3208,32653,0.0982
2017,3,MAGDALENA,EL PINON,0,16729,0
2017,3,ANTIOQUIA,EL BAGRE,0,50242,0
2017,3,CALDAS,MARMATO,0,9214,0
