Ano,Trimestre,Departamento,Municipio,N Accesos fijos a internet,poblacion Dane,Indice
2017,3,ANTIOQUIA,FRONTINO,0,16008,0
2020,2,BOYACA,CUCAITA,47,3787,0.0124
2017,4,CHOCO,UNION PANAMERICANA,0,9904,0
2020,2,NARINO,LA LLANADA,128,6470,0.0198
2017,3,ANTIOQUIA,NECHI,0,27915,0
2017,4,CAQUETA,SOLITA,0,9149,0
2017,3,HUILA,ACEVEDO,0,34354,0
2017,4,MAGDALENA,EL RETEN,0,21494,0
2017,4,SANTANDER,RIONEGRO,0,26680,0
2017,3,NARINO,TUQUERRES,0,40388,0
2017,3,ATLANTICO,BARANOA,0,58989,0
2017,4,ANTIOQUIA,TURBO,0,167886,0
2017,3,CUNDINAMARCA,PASCA,0,12378,0
2017,3,CUNDINAMARCA,MOSQUERA,0,86954,0
2020,2,HUILA,HOBO,47,7387,0.0064
2017,3,ANTIOQUIA,SABANALARGA,0,8191,0
2020,2,PUTUMAYO,ORITO,1139,38744,0.0294
2020,2,CASANARE,CHAMEZA,19,2634,0.0072
2017,3,SANTANDER,VELEZ,0,18932,0
2017,3,CUNDINAMARCA,SILVANIA,0,22052,0
2017,3,SANTANDER,JESUS MARIA,0,3080,0
2020,2,CUNDINAMARCA,VERGARA,61,7167,0.0085
2018,3,META,VISTAHERMOSA,354,17778,0.0199
2020,2,ANTIOQUIA,SABANETA,36208,87981,0.4115
2017,3,CALDAS,MANIZALES,0,398830,0
2017,4,CESAR,SAN MARTIN,0,18748,0
2020,2,RISARALDA,QUINCHIA,1343,27274,0.0492
2017,4,NARINO,EL CHARCO,0,39600,0
2017,3,SANTANDER,SAN GIL,0,45752,0
2020,2,ANTIOQUIA,CAREPA,5106,51143,0.0998
2017,3,ARAUCA,ARAUCA,0,90924,0
2017,3,TOLIMA,LERIDA,0,17197,0
2017,3,ATLANTICO,PALMAR DE VARELA,0,25630,0
2017,4,CAUCA,SUCRE,0,8885,0
2020,2,CALDAS,CHINCHINA,8432,52267,0.1613
2020,2,CORDOBA,SAHAGUN,6607,110233,0.0599
2017,4,CHOCO,MEDIO BAUDO,0,13951,0
2020,2,CUNDINAMARCA,UBALA,88,7789,0.0113
2020,2,ANTIOQUIA,VIGIA DEL FUERTE,237,9423,0.0252
2019,4,AMAZONAS,LETICIA,1198,48918,0.0245
2017,4,VALLE DEL CAUCA,TRUJILLO,0,17983,0
2017,4,ANTIOQUIA,SAN PEDRO,0,27513,0
2017,4,META,EL CALVARIO,0,2235,0
2017,3,CHOCO,NOVITA,0,7963,0
2020,2,CESAR,SAN DIEGO,95,20470,0.0046
2019,3,CUNDINAMARCA,GACHANCIPA,1199,18264,0.0656
2020,2,SANTANDER,SAN VICENTE DE CHUCURI,845,33593,0.0252
2020,2,CUNDINAMARCA,MACHETA,63,6278,0.01
2019,2,CORDOBA,MONTERIA,55875,498858,0.112
2020,2,ANTIOQUIA,TARAZA,1727,27995,0.0617
2017,4,MAGDALENA,PUEBLOVIEJO,0,31697,0
2017,3,CUNDINAMARCA,QUEBRADANEGRA,0,4759,0
2020,2,SANTANDER,SAN BENITO,14,2972,0.0047
2017,4,CHOCO,CONDOTO,0,14991,0
2017,4,NARINO,ANCUYA,0,6745,0
2017,4,BOYACA,DUITAMA,0,113516,0
2017,3,CORDOBA,BUENAVISTA,0,22191,0
2017,4,CORDOBA,VALENCIA,0,44946,0
2017,4,ATLANTICO,PONEDERA,0,22911,0
2017,3,BOYACA,BELEN,0,7116,0
2017,4,ANTIOQUIA,YARUMAL,0,47995,0
2017,3,MAGDALENA,SABANAS DE SAN ANGEL,0,17321,0
2017,4,MAGDALENA,SABANAS DE SAN ANGEL,0,17321,0
2019,1,BOLIVAR,CARTAGENA,153444,1003685,0.1529
2017,4,MAGDALENA,SALAMINA,0,6875,0
2017,3,ANTIOQUIA,GUARNE,0,49533,0
2020,2,HUILA,AIPE,252,16546,0.0152
2020,2,BOLIVAR,RIO VIEJO,65,10736,0.0061
2017,4,NARINO,SANTA BARBARA,0,14630,0
2020,2,CORDOBA,TUCHNN,382,54958,0.007
2017,3,ANTIOQUIA,DON MATIAS,0,23209,0
2017,4,CUNDINAMARCA,ANAPOIMA,0,13713,0
2017,3,MAGDALENA,SAN ZENON,0,9154,0
2017,3,CUNDINAMARCA,GACHETA,0,11236,0
2017,3,CUNDINAMARCA,VIANI,0,4214,0
2017,3,CAUCA,LA SIERRA,0,10609,0
2018,3,META,PUERTO GAITAN,1067,41513,0.0257
2017,4,SANTANDER,MALAGA,0,18308,0
2017,4,LA GUAJIRA,RIOHACHA,0,277868,0
2017,4,HUILA,BARAYA,0,9682,0
2020,2,NORTE DE SANTANDER,VILLA CARO,52,5303,0.0098
2017,4,BOYACA,NUEVO COLON,0,6637,0
2017,3,BOYACA,VIRACACHA,0,3172,0
2020,2,TOLIMA,ALPUJARRA,41,4458,0.0092
2017,4,CAUCA,JAMBALO,0,18303,0
2020,2,HUILA,NATAGA,152,6573,0.0231
2017,3,MAGDALENA,ALGARROBO,0,12741,0
2017,4,RISARALDA,BELEN DE UMBRIA,0,27727,0
2020,2,TOLIMA,ROVIRA,85,21491,0.004
2017,3,CAUCA,BALBOA,0,26005,0
2020,2,BOLIVAR,SOPLAVIENTO,59,10839,0.0054
2020,2,SUCRE,SAN LUIS DE SINCE,495,31903,0.0155
2017,4,CUNDINAMARCA,FOMEQUE,0,12231,0
2017,4,ANTIOQUIA,ARBOLETES,0,42301,0
2020,2,BOYACA,SANTANA,102,7710,0.0132
2017,4,ANTIOQUIA,URAMITA,0,8221,0
2017,4,CORDOBA,MONITOS,0,28294,0
2017,4,CORDOBA,SAN ANDRES SOTAVENTO,0,45006,0
2017,3,CAUCA,ROSAS,0,13470,0
2017,3,LA GUAJIRA,MANAURE,0,112103,0
2020,2,BOYACA,CHITA,34,7793,0.0044
2017,4,CUNDINAMARCA,BELTRAN,0,2256,0
2020,2,CHOCO,EL CARMEN DE ATRATO,130,8212,0.0158
2017,3,BOYACA,SOTAQUIRA,0,7460,0
2017,4,NARINO,SAN BERNARDO,0,20326,0
2017,4,TOLIMA,FALAN,0,9204,0
2017,4,ANTIOQUIA,AMAGA,0,29980,0
2020,2,CUNDINAMARCA,SUBACHOQUE,1161,16743,0.0693
2017,4,HUILA,LA ARGENTINA,0,14532,0
2020,2,BOYACA,SOMONDOCO,15,2880,0.0052
2020,2,SANTANDER,CONCEPCION,135,5757,0.0234
2020,2,CALDAS,PALESTINA,965,15681,0.0615
2020,2,CORDOBA,COTORRA,402,19549,0.0206
2017,4,BOYACA,BOAVITA,0,6760,0
2020,2,NORTE DE SANTANDER,LOURDES,132,4191,0.0315
2017,3,NORTE DE SANTANDER,VILLA DEL ROSARIO,0,92661,0
2017,4,VAUPES,YAVARATE,0,1231,0
2017,3,VALLE DEL CAUCA,CAICEDONIA,0,29629,0
2017,4,VALLE DEL CAUCA,VIJES,0,11276,0
2017,4,ANTIOQUIA,CISNEROS,0,8932,0
2017,3,CUNDINAMARCA,CACHIPAY,0,9788,0
2020,1,CASANARE,YOPAL,31413,177688,0.1768
2020,2,ANTIOQUIA,COCORNA,712,14833,0.048
2017,4,BOLIVAR,SAN MARTIN DE LOBA,0,18079,0
2017,3,NORTE DE SANTANDER,SARDINATA,0,22608,0
2017,4,SANTANDER,GUACA,0,6296,0
2017,4,SANTANDER,AGUADA,0,1800,0
2017,4,ANTIOQUIA,NECOCLI,0,65663,0
2017,3,NORTE DE SANTANDER,SAN CAYETANO,0,5649,0
2020,2,NARINO,SAN PEDRO DE CARTAGO,14,6820,0.0021
2020,2,MAGDALENA,SANTA ANA,29,26075,0.0011
2020,2,ANTIOQUIA,ENTRERRIOS,1608,11728,0.1371
2020,2,SANTANDER,SANTA HELENA DEL OPON,13,3411,0.0038
2020,2,TOLIMA,VALLE DE SAN JUAN,28,5360,0.0052
2017,4,CUNDINAMARCA,VIOTA,0,13339,0
2017,3,HUILA,PITALITO,0,130716,0
2017,3,CAUCA,INZA,0,31701,0
2020,2,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,22,20696,0.0011
2017,3,BOYACA,PISBA,0,1303,0
2017,4,BOYACA,SAMACA,0,20330,0
2017,4,CUNDINAMARCA,GACHANCIPA,0,15223,0
2017,3,NORTE DE SANTANDER,OCANA,0,99741,0
2017,3,SANTANDER,AGUADA,0,1800,0
2017,3,ANTIOQUIA,MEDELLIN,0,2508452,0
2019,4,SANTANDER,SAN GIL,7854,58032,0.1353
2017,4,SANTANDER,CABRERA,0,2356,0
2017,4,CORDOBA,CERETE,0,93039,0
2017,4,TOLIMA,SUAREZ,0,4553,0
2017,3,SANTANDER,LEBRIJA,0,40252,0
2017,3,AMAZONAS,LA VICTORIA,0,1127,0
2020,2,CHOCO,EL LITORAL DEL SAN JUAN,49,22890,0.0021
2020,2,ANTIOQUIA,SANTA ROSA DE OSOS,4279,37869,0.113
2020,2,CAUCA,SAN SEBASTIAN,16,11062,0.0014
2017,3,SUCRE,SAN LUIS DE SINCE,0,34342,0
2017,3,VAUPES,PACOA,0,5980,0
2017,3,VALLE DEL CAUCA,EL AGUILA,0,11164,0
2017,3,ANTIOQUIA,ITUANGO,0,20273,0
2020,2,CUNDINAMARCA,FOMEQUE,170,12803,0.0133
2020,2,CUNDINAMARCA,GUAYABETAL,233,6744,0.0345
2017,4,BOLIVAR,SAN PABLO,0,34795,0
2020,2,NORTE DE SANTANDER,SILOS,48,6546,0.0073
2017,3,TOLIMA,ATACO,0,22669,0
2017,4,CORDOBA,MONTERIA,0,453931,0
2017,4,CUNDINAMARCA,JERUSALEN,0,2672,0
2017,4,CORDOBA,TUCHNN,0,39511,0
2018,4,META,VILLAVICENCIO,91713,531275,0.1726
2017,3,HUILA,AGRADO,0,9168,0
2017,4,CHOCO,NUQUI,0,8775,0
2020,2,VALLE DEL CAUCA,EL AGUILA,75,8562,0.0088
2017,3,BOYACA,TIBASOSA,0,14333,0
2017,3,BOYACA,PAUNA,0,10811,0
2020,2,ANTIOQUIA,SANTA BARBARA,2025,27186,0.0745
2020,2,SUCRE,SAN MARCOS,1591,60566,0.0263
2020,2,BOYACA,CUBARA,48,10750,0.0045
2020,2,MAGDALENA,PEDRAZA,13,9290,0.0014
2017,3,CAUCA,PAEZ,0,35871,0
2017,4,ANTIOQUIA,ANGOSTURA,0,11139,0
2017,4,CUNDINAMARCA,TOCAIMA,0,18601,0
2020,2,CHOCO,BAHIA SOLANO,879,10279,0.0855
2017,4,CASANARE,OROCUE,0,8389,0
2017,3,ANTIOQUIA,ARGELIA,0,8426,0
2020,2,CUNDINAMARCA,SUESCA,252,18741,0.0134
2020,2,SUCRE,SAN JUAN DE BETULIA,88,14191,0.0062
2020,1,BOYACA,PAIPA,4249,34679,0.1225
2017,3,CALDAS,SAMANA,0,25789,0
2020,2,CAQUETA,CURILLO,26,7772,0.0033
2017,4,ANTIOQUIA,VEGACHI,0,9108,0
2017,3,BOYACA,OTANCHE,0,10681,0
2020,2,BOLIVAR,SAN PABLO,436,28741,0.0152
2020,2,CAUCA,BALBOA,25,21437,0.0012
2020,2,ANTIOQUIA,SAN JUAN DE URABA,755,20950,0.036
2020,2,ANTIOQUIA,BETANIA,640,10284,0.0622
2017,4,SANTANDER,CHARTA,0,2592,0
2020,2,NORTE DE SANTANDER,PAMPLONITA,63,5793,0.0109
2020,2,MAGDALENA,PLATO,1249,64017,0.0195
2020,2,BOLIVAR,MARIA LA BAJA,453,48457,0.0093
2020,2,CALDAS,ANSERMA,2151,36691,0.0586
2017,3,ANTIOQUIA,TAMESIS,0,14391,0
2017,3,BOYACA,CHISCAS,0,4094,0
2017,3,CORDOBA,CANALETE,0,22542,0
2020,2,VALLE DEL CAUCA,EL CAIRO,188,6506,0.0289
2017,4,VALLE DEL CAUCA,BOLIVAR,0,13131,0
2017,4,SAN ANDRES Y PROVIDENCIA,PROVIDENCIA,0,5174,0
2017,4,CAQUETA,PUERTO RICO,0,33543,0
2017,4,CAUCA,BALBOA,0,26005,0
2020,2,CAUCA,MORALES,204,40084,0.0051
2017,4,META,ACACIAS,0,72048,0
2017,3,ANTIOQUIA,SAN JUAN DE URABA,0,26146,0
2017,4,ANTIOQUIA,JARDIN,0,13596,0
2017,3,BOYACA,SUTATENZA,0,3988,0
2017,3,CAQUETA,SOLANO,0,24603,0
2017,3,CUNDINAMARCA,RICAURTE,0,9711,0
2017,3,BOLIVAR,ACHI,0,23851,0
2017,3,SANTANDER,ARATOCA,0,8291,0
2020,2,VAUPES,PAPUNAUA,0,776,0
2017,4,CASANARE,TAMARA,0,7034,0
2017,4,ANTIOQUIA,GUATAPE,0,5167,0
2017,3,TOLIMA,CUNDAY,0,9544,0
2020,2,ANTIOQUIA,SANTAFE DE ANTIOQUIA,2960,27002,0.1096
2017,4,PUTUMAYO,MOCOA,0,43731,0
2017,3,NORTE DE SANTANDER,LA ESPERANZA,0,12240,0
2017,4,GUAINIA,BARRANCO MINAS,0,4944,0
2020,2,GUAINIA,PUERTO COLOMBIA,0,1984,0
2020,2,NARINO,POLICARPA,49,9779,0.005
2020,2,CALDAS,SAMANA,395,19967,0.0198
2017,3,TOLIMA,RIOBLANCO,0,24345,0
2017,3,CESAR,VALLEDUPAR,0,473251,0
2020,2,BOYACA,GsICAN,24,4301,0.0056
2017,3,CUNDINAMARCA,COGUA,0,23214,0
2020,2,SANTANDER,EL CARMEN DE CHUCURI,39,21820,0.0018
2017,4,SANTANDER,SAN BENITO,0,4007,0
2017,4,ANTIOQUIA,BETANIA,0,9079,0
2017,4,BOYACA,TUNUNGUA,0,1883,0
2017,4,HUILA,AIPE,0,27669,0
2017,3,CALDAS,VITERBO,0,12414,0
2017,4,MAGDALENA,ARACATACA,0,40386,0
2017,4,BOYACA,EL ESPINO,0,4214,0
2020,2,CALDAS,LA DORADA,8373,74006,0.1131
2017,4,ANTIOQUIA,TITIRIBI,0,14602,0
2020,2,ANTIOQUIA,CONCEPCION,320,4758,0.0673
2017,4,NARINO,PUERRES,0,8259,0
2020,2,CORDOBA,PUERTO ESCONDIDO,259,24364,0.0106
2017,4,AMAZONAS,LA CHORRERA,0,3988,0
2017,4,GUAINIA,INIRIDA,0,20147,0
2017,4,ANTIOQUIA,CONCEPCION,0,3284,0
2020,2,VALLE DEL CAUCA,TRUJILLO,792,18982,0.0417
2017,4,SANTANDER,CURITI,0,11980,0
2017,4,NARINO,SAPUYES,0,6124,0
2017,4,VALLE DEL CAUCA,TORO,0,16533,0
2017,4,AMAZONAS,PUERTO ARICA,0,1330,0
2017,3,CUNDINAMARCA,LA VEGA,0,14413,0
2017,3,META,GRANADA,0,64695,0
2020,2,QUINDIO,GENOVA,102,7447,0.0137
2020,1,META,BARRANCA DE UPIA,739,6578,0.1123
2017,3,NARINO,LA FLORIDA,0,9368,0
2017,3,RISARALDA,MISTRATO,0,16454,0
2017,3,META,CASTILLA LA NUEVA,0,10194,0
2017,3,CUNDINAMARCA,FUNZA,0,78146,0
2017,3,ANTIOQUIA,LIBORINA,0,9558,0
2017,3,VAUPES,TARAIRA,0,960,0
2017,3,SANTANDER,SUAITA,0,10142,0
2017,4,CUNDINAMARCA,PULI,0,3024,0
2017,4,SUCRE,SINCELEJO,0,282868,0
2017,4,MAGDALENA,CONCORDIA,0,9296,0
2020,2,RISARALDA,BELEN DE UMBRIA,1022,24708,0.0414
2017,4,CASANARE,YOPAL,0,146202,0
2017,3,BOLIVAR,MARGARITA,0,10059,0
2017,4,SANTANDER,LEBRIJA,0,40252,0
2017,4,HUILA,TERUEL,0,8838,0
2017,4,CESAR,LA PAZ,0,22929,0
2017,3,PUTUMAYO,SAN MIGUEL,0,27707,0
2017,3,CESAR,SAN ALBERTO,0,25603,0
2017,4,BOYACA,SOCOTA,0,7739,0
2017,4,CASANARE,TAURAMENA,0,23387,0
2017,3,SUCRE,GALERAS,0,20854,0
2020,2,CAQUETA,PUERTO RICO,957,26282,0.0364
2017,3,CUNDINAMARCA,CHOCONTA,0,26562,0
2020,2,CHOCO,BAGADO,23,11262,0.002
2020,2,SANTANDER,SANTA BARBARA,21,2448,0.0086
2020,2,BOYACA,SAN PABLO DE BORBUR,58,6716,0.0086
2017,4,BOYACA,LA CAPILLA,0,2450,0
2017,4,NARINO,SANTACRUZ,0,29963,0
2017,4,ANTIOQUIA,ANGELOPOLIS,0,9216,0
2017,3,TOLIMA,ESPINAL,0,76056,0
2017,3,BOYACA,CUCAITA,0,4689,0
2020,1,BOYACA,MOTAVITA,37,5703,0.0065
2019,3,VALLE DEL CAUCA,YOTOCO,1204,16117,0.0747
2020,1,HUILA,OPORAPA,111,11920,0.0093
2020,1,HUILA,NEIVA,80473,364408,0.2208
2020,1,CHOCO,ISTMINA,2605,30806,0.0846
2020,1,BOYACA,CHITARAQUE,20,5865,0.0034
2019,2,META,ACACIAS,11950,90124,0.1326
2019,2,HUILA,ACEVEDO,967,25046,0.0386
2019,4,VALLE DEL CAUCA,CANDELARIA,9148,93183,0.0982
2019,2,RISARALDA,LA CELIA,333,7448,0.0447
2019,2,VALLE DEL CAUCA,CALIMA,454,18171,0.025
2019,2,PUTUMAYO,PUERTO ASIS,8438,66084,0.1277
2019,4,VALLE DEL CAUCA,GUACARI,3275,33405,0.098
2020,1,VALLE DEL CAUCA,PALMIRA,65658,354285,0.1853
2020,1,VALLE DEL CAUCA,GINEBRA,1659,23046,0.072
2019,2,VALLE DEL CAUCA,GINEBRA,453,22908,0.0198
2019,2,HUILA,ELIAS,9,4257,0.0021
2020,1,BOYACA,GUATEQUE,307,10904,0.0282
2020,1,BOYACA,VENTAQUEMADA,107,16093,0.0066
2020,1,ANTIOQUIA,BARBOSA,6123,54347,0.1127
2020,1,BOYACA,CHIVATA,23,2834,0.0081
2020,1,BOYACA,TUTA,293,8461,0.0346
2019,3,VALLE DEL CAUCA,EL CERRITO,6045,56835,0.1064
2020,1,VALLE DEL CAUCA,YUMBO,17752,110069,0.1613
2019,2,CUNDINAMARCA,FUSAGASUGA,28071,146556,0.1915
2019,4,VALLE DEL CAUCA,EL CERRITO,6601,56835,0.1161
2020,1,ANTIOQUIA,PUERTO BERRIO,3325,40713,0.0817
2020,1,ANTIOQUIA,SABANETA,35460,87981,0.403
2019,2,HUILA,PITALITO,13549,126682,0.107
2019,2,NARINO,SAN ANDRES DE TUMACO,4666,255783,0.0182
2019,2,HUILA,GARZON,5680,73292,0.0775
2019,2,CAUCA,GUACHENE,9,19850,5e-04
2020,1,BOYACA,COMBITA,154,13280,0.0116
2019,2,VALLE DEL CAUCA,YOTOCO,1249,16117,0.0775
2019,2,VALLE DEL CAUCA,YUMBO,16828,108889,0.1545
2020,1,TOLIMA,ARMERO,715,12038,0.0594
2019,3,VALLE DEL CAUCA,CANDELARIA,9228,93183,0.099
2019,4,VALLE DEL CAUCA,PRADERA,4120,47918,0.086
2019,2,VALLE DEL CAUCA,PRADERA,3970,47918,0.0828
2020,1,SANTANDER,CIMITARRA,1052,34403,0.0306
2020,1,BOYACA,SORA,36,3077,0.0117
2019,2,HUILA,HOBO,47,7335,0.0064
2019,2,PUTUMAYO,MOCOA,3850,57716,0.0667
2020,1,BOYACA,VILLA DE LEYVA,1474,16973,0.0868
2020,1,BOYACA,TOCA,83,8893,0.0093
2019,1,HUILA,OPORAPA,44,11779,0.0037
2019,2,NARINO,PASTO,80272,392748,0.2044
2019,2,PUTUMAYO,ORITO,1650,38244,0.0431
2019,2,HUILA,PALESTINA,6,11282,5e-04
2020,1,TOLIMA,COELLO,36,8320,0.0043
2020,1,BOYACA,CUCAITA,40,3787,0.0106
2019,3,VALLE DEL CAUCA,GUACARI,2749,33405,0.0823
2019,2,PUTUMAYO,VALLE DEL GUAMUEZ,586,34082,0.0172
2020,1,BOYACA,SANTA SOFIA,30,3212,0.0093
2019,3,VALLE DEL CAUCA,PRADERA,3980,47918,0.0831
2019,2,CALDAS,ANSERMA,1910,36405,0.0525
2020,1,CAUCA,LOPEZ,117,18932,0.0062
2020,1,CAUCA,GUACHENE,16,20020,8e-04
2019,3,VALLE DEL CAUCA,PALMIRA,64279,352016,0.1826
2019,3,VALLE DEL CAUCA,GUADALAJARA DE BUGA,22402,128316,0.1746
2020,1,ANTIOQUIA,COCORNA,681,14833,0.0459
2019,2,VALLE DEL CAUCA,GUADALAJARA DE BUGA,22117,128316,0.1724
2020,1,VALLE DEL CAUCA,EL CERRITO,6999,57133,0.1225
2020,1,BOYACA,SACHICA,49,5677,0.0086
2020,1,VALLE DEL CAUCA,GUADALAJARA DE BUGA,22307,128945,0.173
2020,1,BOYACA,GUAYATA,21,3391,0.0062
2020,1,CUNDINAMARCA,BOJACA,125,11092,0.0113
2019,3,CAUCA,MIRANDA,362,31733,0.0114
2020,1,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,4578,46911,0.0976
2019,2,PUTUMAYO,VILLAGARZON,295,23873,0.0124
2019,4,VALLE DEL CAUCA,YOTOCO,1044,16117,0.0648
2019,4,CAUCA,GUACHENE,14,19850,7e-04
2019,2,VALLE DEL CAUCA,CANDELARIA,9959,93183,0.1069
2020,1,VALLE DEL CAUCA,PRADERA,4116,48165,0.0855
2020,1,VALLE DEL CAUCA,CANDELARIA,9546,94211,0.1013
2020,1,CHOCO,EL LITORAL DEL SAN JUAN,60,22890,0.0026
2020,1,CAUCA,MIRANDA,357,32082,0.0111
2019,4,VALLE DEL CAUCA,GINEBRA,1757,22908,0.0767
2020,1,CUNDINAMARCA,MACHETA,49,6278,0.0078
2020,1,BOYACA,SAMACA,536,18818,0.0285
2020,1,VALLE DEL CAUCA,GUACARI,3246,33578,0.0967
2019,2,HUILA,SALADOBLANCO,8,10502,8e-04
2019,3,CAUCA,GUACHENE,14,19850,7e-04
2019,2,VALLE DEL CAUCA,GUACARI,2712,33405,0.0812
2019,2,CAUCA,SANTA ROSA,47,5354,0.0088
2020,1,CUNDINAMARCA,MOSQUERA,33453,150665,0.222
2019,3,VALLE DEL CAUCA,YUMBO,16963,108889,0.1558
2020,1,BOYACA,RAQUIRA,58,8028,0.0072
2020,1,BOYACA,SOTAQUIRA,190,8305,0.0229
2019,2,CAUCA,PIAMONTE,45,9004,0.005
2020,1,BOYACA,TUNJA,45561,179263,0.2542
2019,3,VALLE DEL CAUCA,CALI,493316,2241491,0.2201
2019,2,CAUCA,MIRANDA,903,31733,0.0285
2019,3,VALLE DEL CAUCA,GINEBRA,470,22908,0.0205
2019,2,PUTUMAYO,PUERTO GUZMAN,70,36052,0.0019
2020,1,VALLE DEL CAUCA,YOTOCO,1009,16197,0.0623
2019,2,HUILA,TIMANA,70,21921,0.0032
2020,1,TOLIMA,ESPINAL,10528,71015,0.1483
2019,2,HUILA,SAN AGUSTIN,893,33391,0.0267
2020,1,BOYACA,SOMONDOCO,15,2880,0.0052
2019,4,VALLE DEL CAUCA,YUMBO,17141,108889,0.1574
2019,2,PUTUMAYO,SAN MIGUEL,37,19119,0.0019
2020,1,CUNDINAMARCA,EL ROSAL,561,24768,0.0227
2020,1,BOYACA,OICATA,53,2890,0.0183
2020,1,ANTIOQUIA,SANTAFE DE ANTIOQUIA,2871,27002,0.1063
2019,4,VALLE DEL CAUCA,GUADALAJARA DE BUGA,21803,128316,0.1699
2019,4,VALLE DEL CAUCA,PALMIRA,63497,352016,0.1804
2020,1,BOYACA,SORACA,62,6068,0.0102
2020,1,ANTIOQUIA,AMALFI,1424,27071,0.0526
2020,1,CHOCO,BAHIA SOLANO,999,10279,0.0972
2020,1,CHOCO,NUQUI,84,16642,0.005
2020,1,BOYACA,BELEN,139,7532,0.0185
2020,1,ANTIOQUIA,PUERTO TRIUNFO,2028,18970,0.1069
2020,1,CUNDINAMARCA,FACATATIVA,19761,155978,0.1267
2019,2,VALLE DEL CAUCA,CALI,484226,2241491,0.216
2019,2,CALDAS,RIOSUCIO,2464,51371,0.048
2019,4,CAUCA,MIRANDA,289,31733,0.0091
2019,2,VALLE DEL CAUCA,EL CERRITO,5960,56835,0.1049
2019,2,VALLE DEL CAUCA,PALMIRA,62851,352016,0.1785
2017,3,SANTANDER,RIONEGRO,0,26680,0
2020,2,CORDOBA,PURISIMA,53,17587,0.003
2017,3,ANTIOQUIA,HISPANIA,0,4879,0
2017,4,TOLIMA,ICONONZO,0,10801,0
2020,2,HUILA,YAGUARA,384,7824,0.0491
2020,2,TOLIMA,FRESNO,395,31191,0.0127
2017,3,ANTIOQUIA,ANDES,0,46621,0
2020,2,CUNDINAMARCA,SUTATAUSA,87,6441,0.0135
2017,4,BOYACA,TINJACA,0,3042,0
2017,4,NORTE DE SANTANDER,HERRAN,0,3960,0
2017,3,CHOCO,UNION PANAMERICANA,0,9904,0
2018,4,META,LEJANIAS,187,11463,0.0163
2020,2,META,LA MACARENA,607,28052,0.0216
2020,2,ATLANTICO,JUAN DE ACOSTA,770,22752,0.0338
2017,3,SUCRE,LA UNION,0,11362,0
2017,3,ANTIOQUIA,DABEIBA,0,23176,0
2017,4,BOLIVAR,SIMITI,0,20902,0
2017,4,MAGDALENA,CERRO SAN ANTONIO,0,7768,0
2017,4,ANTIOQUIA,TARSO,0,7955,0
2020,2,MAGDALENA,SITIONUEVO,32,29159,0.0011
2017,3,NARINO,NARINO,0,5002,0
2017,4,NORTE DE SANTANDER,ARBOLEDAS,0,8958,0
2017,3,CUNDINAMARCA,TENA,0,9223,0
2017,3,CUNDINAMARCA,SUSA,0,12887,0
2017,4,ANTIOQUIA,DABEIBA,0,23176,0
2020,2,TOLIMA,VILLARRICA,25,4960,0.005
2020,2,BOYACA,TUTA,300,8461,0.0355
2017,3,MAGDALENA,TENERIFE,0,12224,0
2017,4,CORDOBA,PURISIMA,0,15142,0
2017,4,VALLE DEL CAUCA,LA UNION,0,39011,0
2020,2,SANTANDER,OIBA,63,11175,0.0056
2017,4,GUAINIA,PUERTO COLOMBIA,0,4932,0
2017,3,CORDOBA,PUERTO ESCONDIDO,0,30923,0
2017,4,CUNDINAMARCA,GUAYABAL DE SIQUIMA,0,3651,0
2017,4,PUTUMAYO,LEGUIZAMO,0,15396,0
2020,2,NORTE DE SANTANDER,CUCUTILLA,97,8475,0.0114
2020,2,ANTIOQUIA,SAN JOSE DE LA MONTANA,445,3765,0.1182
2017,4,CUNDINAMARCA,LA PENA,0,7040,0
2020,2,NARINO,RICAURTE,87,20057,0.0043
2017,4,NORTE DE SANTANDER,CUCUTA,0,662673,0
2017,3,BOLIVAR,SAN MARTIN DE LOBA,0,18079,0
2017,4,GUAVIARE,SAN JOSE DEL GUAVIARE,0,66679,0
2020,2,NARINO,FUNES,31,7135,0.0043
2020,2,SUCRE,SINCELEJO,39165,293951,0.1332
2020,2,HUILA,ALGECIRAS,507,22575,0.0225
2017,4,BOYACA,MONGUI,0,4984,0
2017,4,BOYACA,CHIVATA,0,6455,0
2020,2,CESAR,PAILITAS,479,19705,0.0243
2020,2,ANTIOQUIA,JERICO,1389,13706,0.1013
2020,2,ATLANTICO,SANTA LUCIA,19,17104,0.0011
2017,4,TOLIMA,ARMERO,0,11724,0
2020,2,BOLIVAR,ARJONA,3152,73730,0.0428
2020,2,SANTANDER,CONFINES,20,3294,0.0061
2019,4,META,PUERTO LOPEZ,2508,30301,0.0828
2017,3,NARINO,LINARES,0,9699,0
2020,2,ANTIOQUIA,VENECIA,1567,11715,0.1338
2018,4,META,SAN JUAN DE ARAMA,192,9118,0.0211
2017,3,SUCRE,GUARANDA,0,17883,0
2017,4,QUINDIO,CORDOBA,0,5286,0
2017,3,META,MESETAS,0,11405,0
2020,2,ANTIOQUIA,CIUDAD BOLIVAR,2402,26313,0.0913
2017,3,SUCRE,BUENAVISTA,0,9680,0
2017,3,CHOCO,MEDIO BAUDO,0,13951,0
2017,4,CUNDINAMARCA,SUESCA,0,18011,0
